date,EMB~open,EMB~high,EMB~low,EMB~close,EMB~volume
20191023,111.56432485019386,111.91416439901303,111.50519703912585,111.8304,2369387.0
20191022,111.44606194385594,111.68257317266949,111.35737023305086,111.6333,2694651.0
20191021,111.54464841853459,111.5545030566138,111.21944536192079,111.2293,3033348.0
20191018,111.60373609639831,111.70228244173728,111.50518975105933,111.6333,1463417.0
20191017,111.43625361371267,111.60388101678741,111.24576344901926,111.5348,1922031.0
20191016,111.43622781808529,111.43622781808529,111.17015263670147,111.3771,2079075.0
20191015,111.48551753533567,111.63333710247349,111.37711651943462,111.5545,2325841.0
20191014,111.30814536118982,111.48552885977337,111.30814536118982,111.318,3578793.0
20191011,111.4756473651581,111.60375763882739,111.1307350898946,111.2687,2905653.0
20191010,111.39677316576689,111.49531949730066,111.20953513585273,111.3475,2336400.0
20191009,111.61363710902987,111.76618691500265,111.3574165046828,111.5348,2751139.0
20191008,111.70228342316868,111.77126586551206,111.4066443845542,111.5249,3348081.0
20191007,112.02748538135594,112.15559563029662,111.6333,111.6333,3268901.0
20191004,111.78112289325843,112.35269171348314,111.59230808988764,112.264,3846137.0
20191003,111.19970827946516,111.6234576109094,110.93363311786061,111.2884,8020766.0
20191002,110.97310208203577,110.97310208203577,110.69717215944479,110.7563,4805482.0
20191001,111.13076701361088,111.32785979895027,110.71687216439818,110.776,15273408.0
20190930,111.2178227790031,111.52213500996913,111.2178227790031,111.3062,2651305.0
20190927,111.50252993906207,111.54180868144485,110.96244723129912,111.1883,2833663.0
20190926,111.40433780208151,111.64982995237257,111.25213266890106,111.3356,5400386.0
20190925,111.32583319487406,111.52222700839593,110.89376680512595,111.1098,4729281.0
20190924,111.69893152978499,111.82658745153331,111.42388211684879,111.4338,3782220.0
20190923,112.30781506873305,112.36673321950794,112.05152111286228,112.1507,3356469.0
20190920,112.15068804053465,112.54347567048136,112.07213051454531,112.406,2791904.0
20190919,111.74808494208494,112.00339691119692,111.62042895752896,111.9052,3778247.0
20190918,111.70879069275516,111.94446324695929,111.07051085845232,111.4142,4130320.0
20190917,111.11962894667253,111.55169537241075,110.95269419127368,111.4044,4092748.0
20190916,111.03126061543902,111.28657261473163,110.8643258466708,111.0509,3930716.0
20190913,111.42399311784034,111.47309155492407,110.5795,110.5795,5710535.0
20190912,112.6318357619382,112.71039327598314,111.7578834181882,111.8659,3564576.0
20190911,111.78737569041337,112.0367958715919,111.6499,111.6499,3719316.0
20190910,112.23901743264659,112.2537469624934,111.41416376122557,111.532,5064974.0
20190909,112.99516008913744,113.03443884470855,112.19976528882286,112.3667,5949592.0
20190906,113.0148289478246,113.32905907436297,113.0148289478246,113.2996,3036432.0
20190905,113.43708306514743,113.50582090980257,112.7202455423154,112.897,6563076.0
20190904,113.09337300804566,113.51561969028461,112.94607765377626,113.5058,6139294.0
20190903,112.53366832071036,112.83807876730215,112.43547140245494,112.7988,5161554.0
20190830,112.08172735176491,112.5416,112.08172735176491,112.5416,2461643.0
20190829,111.99367854152128,112.22850715282624,111.91051007501744,112.1698,3618521.0
20190828,111.8958309494667,112.01324525266656,111.7882011715335,111.9154,3251840.0
20190827,111.58272497155362,111.8664762013129,111.54358687089716,111.7882,7732849.0
20190826,111.58272978144474,111.70014408847535,111.36747021855523,111.4751,1954406.0
20190823,111.42623204419888,111.74912154696132,111.2598950276243,111.573,2097111.0
20190822,111.53378452360062,111.709905948412,111.431047025794,111.524,3454525.0
20190821,111.25004046699438,111.56813534963132,111.16197974894662,111.4653,3986854.0
20190820,110.99563215071748,111.161969046571,110.94670953428998,111.1424,2192490.0
20190819,111.12288452800281,111.220729808031,111.02503924797465,111.1131,2308287.0
20190816,111.25987960007015,111.67073197403964,111.1864956323452,111.5632,2690193.0
20190815,110.72172490076738,110.93698452853486,110.55538791567433,110.9272,5565835.0
20190814,110.73151322174992,110.85861425177117,110.39394697573505,110.4869,3466560.0
20190813,110.34006431414169,111.25002494030248,110.1277401680375,110.6336,5700331.0
20190812,110.79998452706879,111.07395128499513,110.58472493155523,110.7902,3847467.0
20190809,112.10128332605083,112.24315891374638,111.89580833697455,111.9643,4171019.0
20190808,111.63171874399511,112.06223812560049,111.621934212595,112.0231,5808559.0
20190807,111.32831666081461,111.67566727089185,111.23047141853932,111.4653,6907873.0
20190806,110.83910831936481,110.98587620644025,110.67277138067932,110.9076,4557915.0
20190805,110.49662738095239,110.76080952380953,110.05632380952382,110.1346,6506637.0
20190802,111.09351662561578,111.2305,110.98588683145672,111.2305,6155084.0
20190801,110.79020457142859,111.54850545054946,110.5847294945055,111.299,9045900.0
20190731,111.07636546446165,111.34932827234341,110.30622039936665,110.8229,5488032.0
20190730,111.07639734901686,111.0958946980337,110.9106698823736,111.0569,2971038.0
20190729,111.22260265533257,111.26159734466741,111.05687522565944,111.2421,4986297.0
20190726,111.28114603049423,111.37375846039258,111.04717778654049,111.2519,4825516.0
20190725,111.58336297074793,111.62235768085479,111.12517512699246,111.3104,2374396.0
20190724,110.74494936598164,111.4761,110.74494936598164,111.4761,3051517.0
20190723,111.03737523008152,111.2226,110.9691345253747,111.2226,2811107.0
20190722,110.84240531035697,110.94964070687534,110.77416460348164,110.8814,2108240.0
20190719,110.73521691371097,110.73521691371097,110.335521175225,110.4915,5462342.0
20190718,110.49147253986433,110.6572,110.20876099022112,110.6572,4854996.0
20190717,110.56948411297441,110.64747352162401,110.3257672109444,110.4525,3532565.0
20190716,110.4622815056994,110.54027093752761,110.22831321021471,110.3258,4306119.0
20190715,110.14048322882628,110.45244069592863,110.14048322882628,110.3842,3883682.0
20190712,110.02351858407079,110.21849203539823,109.85779115044247,110.16,2587235.0
20190711,110.33549564600516,110.44273106322605,109.81881590848631,109.9358,3421433.0
20190710,110.43297612732096,110.48171949602121,110.16976193633953,110.2575,2810047.0
20190709,110.13074335812964,110.19898405951116,110.04300531349627,110.082,5124317.0
20190708,110.59876565951055,110.60851433872249,110.3453,110.3453,2867667.0
20190705,110.83265485663874,110.83265485663874,110.17949381561536,110.5012,4950100.0
20190703,110.88142650517817,111.09589734948219,110.79368843250836,111.0764,2185556.0
20190702,110.59872384053507,110.81319470210332,110.49148840975096,110.7742,3951832.0
20190701,110.74492744423873,110.82291682976285,110.28673980428457,110.5792,7914939.0
20190628,110.11511183687881,110.1248230205667,109.95973289787271,110.018,2345027.0
20190627,109.6587761669024,109.96953429985854,109.59079782531823,109.853,2606865.0
20190626,109.6101348659684,109.70724670690574,109.33822171134388,109.4062,7807858.0
20190625,109.78494874188672,109.79465992709167,109.15372170356541,109.2217,6134230.0
20190624,109.91124546660771,109.96941549314464,109.72673286156568,109.785,2291227.0
20190621,110.02772569352122,110.22194939289196,109.5713,109.5713,7054292.0
20190620,110.60074404949974,110.65901119010005,110.35796429699842,110.6493,5624844.0
20190619,109.07605818566515,110.17342237503306,108.92067918540067,110.154,5358454.0
20190618,108.90125319697643,109.2023,108.89154200978211,109.2023,5856716.0
20190617,108.0660552641035,108.17773387980597,107.89125395256917,108.1049,2151411.0
20190614,108.01755524400109,108.07582237799947,107.96899929900243,108.0564,2456425.0
20190613,107.94957622126437,108.1438,107.85576613613506,108.1438,3000579.0
20190612,108.07580136801367,108.11464611646116,107.81359931599314,107.901,2438543.0
20190611,108.1340678057554,108.2506020503597,107.9884,107.9884,1921899.0
20190610,108.15352237988327,108.28947903906602,108.11467762011677,108.1341,2191192.0
20190607,107.86213023589559,108.3768230334559,107.7942490537268,108.27,4074303.0
20190606,107.34748669915179,107.64853356794802,107.32806432051976,107.6194,2953975.0
20190605,107.33774542572463,107.44456847826088,107.08525457427535,107.2115,3103609.0
20190604,106.44430782371649,106.97842304407088,106.41517426624262,106.8716,5434940.0
20190603,105.93936432032179,106.24041118932261,105.92965313099917,106.2307,7942571.0
20190531,105.89314632814633,106.29931182091183,105.75775783055784,106.2703,3540051.0
20190530,106.20260575120575,106.33799424879425,105.999523004823,106.2703,2657132.0
20190529,105.90284695144213,106.06724731653888,105.83998798831689,105.9512,1806623.0
20190528,105.97051756978654,106.16392972085386,105.89315270935961,106.0092,2661775.0
20190524,105.99951788454511,106.202600621118,105.78676454146876,105.8738,2210726.0
20190523,105.74805879125901,105.84960013714911,105.60299972570174,105.7674,3439506.0
20190522,106.13492398648648,106.21712415540539,105.83513513513513,105.9125,2430831.0
20190521,105.9705,106.14940621007484,105.87379394050011,105.9705,3295183.0
20190520,105.5353405573321,105.87381182275011,105.41929326633166,105.8448,5054493.0
20190517,105.57408287444935,105.69980084434656,105.35165877386197,105.371,2724892.0
20190516,105.78677092757074,105.81578274883253,105.60302939291275,105.6127,2657339.0
20190515,105.448340837073,105.6707648868944,105.23558739811338,105.5934,5293872.0
20190514,105.22594122621564,105.40968287526425,105.07121141649048,105.2066,4524447.0
20190513,105.28396575380359,105.35166004610419,104.83911754725679,104.8778,12322233.0
20190510,105.54505837373091,105.8835297905424,105.25494001646393,105.7288,7133762.0
20190509,105.34198816079297,105.65144777900147,105.06154038179149,105.371,7474846.0
20190508,105.5547114557599,105.8883475112087,105.54504084545702,105.6901,3273835.0
20190507,105.71905908216543,105.94148300815242,105.34190546853532,105.574,6945758.0
20190506,105.80609939863325,106.1542412118451,105.71906394533029,106.1349,2701222.0
20190503,105.77714616015305,106.1543,105.71912249248429,106.1543,4870657.0
20190502,105.86415949610627,105.89317132386624,105.40964086120017,105.5547,5016707.0
20190501,105.89317096597146,106.41054855927553,105.50634659714599,105.7191,4642836.0
20190430,105.82614852459017,105.92245918032788,105.61426508196722,105.7491,2829156.0
20190429,105.49868934695367,105.75872811017877,105.41200975921197,105.595,3863632.0
20190426,105.72014543960559,105.87424239934266,105.34934963023831,105.489,2902093.0
20190425,104.98816755474454,105.81643857664234,104.87259485401461,105.5564,8115966.0
20190424,105.77798044769301,105.86466002740978,105.25790296939242,105.412,4366076.0
20190423,105.4889856505102,105.85496588010203,105.46972353316326,105.7105,3612431.0
20190422,105.41196212190441,105.50827273142647,105.19044772000365,105.3927,1927237.0
20190418,105.56611065656104,105.64315918180988,105.39467768788238,105.4698,5185346.0
20190417,105.68166297751783,105.68166297751783,105.36383787241822,105.3831,6140001.0
20190416,105.5083144895719,105.61232998902305,105.2868,105.2868,4771358.0
20190415,105.489,105.67199013968776,105.32527198027938,105.489,8276820.0
20190412,105.27713407637494,105.63348335465011,105.27713407637494,105.4216,7801768.0
20190411,105.48898635242533,105.66138230382754,105.36378258883714,105.4312,5430249.0
20190410,105.70092723218349,105.87428638390826,105.64795638026759,105.8165,2851487.0
20190409,105.97058037391702,105.97058037391702,105.5371825626995,105.6046,11591398.0
20190408,105.90318043438583,105.91281149844862,105.5372,105.5372,4782705.0
20190405,105.72012355026358,106.14389010179966,105.70086143428468,105.9609,3366521.0
20190404,105.65274167351035,105.83573183684642,105.53235340815768,105.5468,3540485.0
20190403,105.79721442255062,105.8935250410509,105.56606893814997,105.5757,2859856.0
20190402,105.83576212796942,105.89528210339492,105.51793701647402,105.8165,3906744.0
20190401,105.94172131147542,106.02840090163934,105.71057573770493,105.7491,5361108.0
20190329,105.68758814283117,105.82954079774667,105.45739464837361,105.5629,3849850.0
20190328,105.08324448890505,105.49567416333211,105.04008324390688,105.4669,3529986.0
20190327,105.4093535951882,105.55322441447188,104.94417127950425,105.2463,6022333.0
20190326,105.48613771563464,105.71633114218267,105.44777214454331,105.6396,4465770.0
20190325,104.92985078153399,105.5437,104.87230241730279,105.5437,5680594.0
20190322,105.2655245362332,105.32786858265558,104.83391190715525,104.9586,5783982.0
20190321,105.6492086056645,105.79307952069716,105.53411187363834,105.6588,4208873.0
20190320,104.75713540248661,105.86014497685815,104.51735071240584,105.6875,7302152.0
20190319,104.87229672221206,105.02575901849478,104.68046885185863,104.7572,5537939.0
20190318,104.71876554883637,104.83386219534543,104.55571196628185,104.6804,3647820.0
20190315,104.49817750366839,104.63245694240646,104.38308084189289,104.5845,5163908.0
20190314,104.3735105893186,104.3735105893186,104.09056457182321,104.1625,4132018.0
20190313,104.25845163663111,104.34477418168444,104.06662375873482,104.316,2460189.0
20190312,104.13373773567551,104.36393113216224,104.13373773567551,104.2872,3538940.0
20190311,103.82682050927207,104.02823974536395,103.78845494049266,103.9611,4401799.0
20190308,103.26088419298082,103.5774,103.08823920733401,103.5774,4364930.0
20190307,103.73090403008636,103.73090403008636,103.241743040208,103.2897,7931378.0
20190306,103.6637795071336,103.80285471095053,103.50072581989994,103.5295,3152876.0
20190305,103.567843043599,103.66375695640099,103.41438078311579,103.6158,3170029.0
20190304,103.82676745693647,103.82676745693647,103.35678947953325,103.5678,5610776.0
20190301,103.90355037023323,103.99946429100333,103.6254,103.6254,4825460.0
20190228,104.11967943418756,104.11967943418756,103.81878311288693,103.9955,5154748.0
20190227,104.38707677620708,104.4157335505783,103.90946387002019,104.0623,4394404.0
20190226,103.87131152327609,104.1387748967037,103.747132099899,104.0337,2971169.0
20190225,104.0814336495073,104.16740399668477,103.6993432176075,103.728,4948659.0
20190222,103.47960068952837,103.92855677116852,103.47960068952837,103.8999,2908143.0
20190221,103.54646771507863,103.58467674375578,103.23601935707678,103.2599,2770961.0
20190220,103.4032180826477,103.50829294628826,103.24274010908755,103.3268,1981718.0
20190219,103.44147944711538,103.55610662906804,103.29819546967455,103.3173,3980076.0
20190215,103.43186129538945,103.47007033170101,103.1930548184422,103.3841,8221833.0
20190214,103.07849789162196,103.43193171814315,102.95431843906047,103.2982,3100134.0
20190213,103.2599542926015,103.33627686751345,103.02114773780826,103.0307,5843446.0
20190212,103.09751806212333,103.17393612424665,102.86826387575337,103.0211,3228890.0
20190211,102.68676128431828,102.86825416472777,102.55302968822707,102.639,5676595.0
20190208,103.06894531104922,103.16446796657381,102.80148187558032,102.8779,4336501.0
20190207,103.3364,103.4414749121834,103.16445923460898,103.3364,7506686.0
20190206,103.54650452112938,103.73754973242296,103.40322061265917,103.5274,3680447.0
20190205,103.94767290251514,104.15782258123738,103.63244838443178,104.0623,5913312.0
20190204,103.38415226390687,103.56564527813714,103.17400245795602,103.3746,5968667.0
20190201,103.40322313288516,103.81397034717746,103.17874500414402,103.728,13481622.0
20190131,103.31662196914034,103.7352160176341,103.27856796473182,103.583,8407904.0
20190130,101.88009032944659,102.94560252637422,101.8467930732926,102.8029,5268052.0
20190129,101.96573794967382,102.08941350419386,101.78498136999067,102.0799,4031869.0
20190128,102.07030797500235,102.07030797500235,101.79441656561889,101.9942,5485192.0
20190125,102.60310250696378,102.70775101207056,102.36526499535746,102.4604,6431562.0
20190124,102.46036502782931,102.60306748608534,102.38425705009276,102.5555,3136293.0
20190123,101.9371245339299,102.16544847129008,101.8039355704698,102.0608,3434091.0
20190122,101.56611349882904,101.66124848711944,101.34254627634661,101.5566,5983724.0
20190118,101.40442446589206,101.7231268037856,101.29035756943404,101.5281,7720456.0
20190117,100.71944094718012,101.10473776009793,100.48350610865268,101.0429,4988603.0
20190116,101.04288600850259,101.05239950873879,100.68612974964573,100.7004,3549195.0
20190115,100.57674599092284,100.75274578290468,100.54820548411497,100.6148,6458686.0
20190114,100.20570549335864,100.38646201138519,100.1581379886148,100.2723,3388922.0
20190111,100.3199054681577,100.47212154094011,100.01071657031842,100.3865,4425371.0
20190110,100.32933251824471,100.55289968249454,100.13906259122358,100.3769,5080296.0
20190109,100.60526750236518,100.72894300851466,100.3769434910123,100.5577,4315440.0
20190108,100.15808958392569,100.40544048905318,99.94907806909298,100.3769,4462193.0
20190107,100.23428938346434,100.54823505066769,100.12012732266314,100.4531,8315168.0
20190104,99.47311721514173,100.15808894806925,99.47311721514173,100.0249,6787802.0
20190103,98.85480588404408,99.61588609487302,98.78821136559655,99.2734,3988014.0
20190102,98.61696244827255,99.15923206621115,98.53134092965065,98.8548,4241649.0
20181231,98.66452995861803,98.8928540082764,98.55036793378886,98.8548,2038988.0
20181228,98.4361919942057,98.85478602607435,98.33002132612265,98.5123,3234831.0
20181227,97.84634948782373,98.51229450135291,97.83845328266332,98.4457,2844168.0
20181226,97.97951901018924,98.45519392527899,97.62751957302281,98.0366,2584763.0
20181224,98.09368346938776,98.12117748017494,97.73217052478135,97.8939,1857334.0
20181221,98.09371602719767,98.38863457989316,97.77025696940262,97.9415,8372880.0
20181220,98.60739939969017,98.7881558481797,98.23637300542215,98.2554,5099153.0
20181219,98.6930645404465,98.86430756741085,98.19836246254953,98.4362,9687426.0
20181218,98.62648101534602,98.88334558440305,98.42669746163497,98.5694,9264900.0
20181217,98.52257915831662,98.59775136940547,98.26887294589177,98.4662,3539155.0
20181214,98.40037565217389,98.56575443478259,98.26882434782607,98.3346,3501135.0
20181213,98.58829911115359,98.6352817165249,98.17485218388609,98.3158,4406743.0
20181212,98.18424433048979,98.35338170229082,97.97752087606632,98.0339,3188071.0
20181211,97.93057219128096,98.07152004993279,97.7708312848089,97.8554,3526242.0
20181210,97.89296173729221,97.97753043144037,97.57348000384357,97.7896,3945431.0
20181207,97.87416869414817,98.07149564716057,97.71442782742385,97.7896,5342846.0
20181206,97.3762180532846,97.70509652784457,97.20708055208233,97.6957,6485273.0
20181204,97.78965761142194,97.9400020451476,97.2258659849508,97.4044,5871031.0
20181203,98.0339715178915,98.13733332050789,97.62052430742594,97.6863,5506856.0
20181130,96.98043311794773,97.19561254701514,96.83074308033561,97.0085,4020684.0
20181129,97.12074688768608,97.20962532862943,96.73716624782526,96.7933,6055955.0
20181128,96.17582747973755,97.03252208307603,95.97468153705132,96.9617,4855629.0
20181127,96.09164695193435,96.42844953106682,95.5677318288394,95.7642,4520693.0
20181126,96.32553247962747,96.55942314707023,96.22262058595265,96.4378,3981958.0
20181123,96.50322364713882,96.51257926746331,96.2880443796755,96.2974,1568459.0
20181121,96.72775620098751,96.87744612256753,96.60613313970376,96.6342,2425695.0
20181120,96.27870059326979,96.56872485897686,96.1009437852558,96.1945,5685809.0
20181119,97.25171310052094,97.29849122130041,96.95233312753231,96.9804,2509878.0
20181116,96.55006085075702,97.40142282143715,96.55006085075702,97.3219,4184000.0
20181115,97.40143505343218,97.44999075873689,97.08334372773659,97.1769,3862910.0
20181114,97.54177748801534,97.62597813998082,97.41079869606904,97.5792,1843951.0
20181113,97.46684495677233,97.59782363112392,97.3295044610951,97.392,5848540.0
20181112,97.71952379353354,97.72887942051233,97.4762774920848,97.5137,1380202.0
20181109,97.78499936908518,97.93468937960043,97.57917560462671,97.8692,2238886.0
20181108,98.06564621270083,98.159202448355,97.8224,97.8224,3568406.0
20181107,98.34634565030967,98.4211906622201,98.03760997617913,98.1873,3426053.0
20181106,98.18729063992359,98.21554462922636,97.9019440592168,97.9534,3053530.0
20181105,98.02822188304874,98.18726748068302,97.88788753219498,98.075,8168308.0
20181102,98.14983554216867,98.2153248995984,97.7709328313253,97.8411,3267213.0
20181101,97.75693186246419,98.0376006303725,97.62595310410697,97.9534,4560365.0
20181031,97.71035085037263,97.76623856296578,97.42159766864133,97.4868,3564481.0
20181030,97.74756616555662,97.91522922930544,97.65442001902952,97.8966,2165626.0
20181029,98.17599904752835,98.25051593485095,97.75684155633871,97.7941,3219219.0
20181026,98.09221000569045,98.31576076441578,98.003721163695,98.2133,3098222.0
20181025,97.91523692307693,98.34138057692307,97.91523692307693,98.0829,3057214.0
20181024,98.23191607125844,98.3343768219491,97.7149550109555,97.7755,2058627.0
20181023,97.97110772442589,98.2458888308977,97.92453465553236,98.1574,2667961.0
20181022,98.3251069767442,98.45085431893688,98.08292691029901,98.1295,3031197.0
20181019,98.40887763132942,98.44613608003034,98.16669771477338,98.2319,5447916.0
20181018,98.58587997726843,98.58587997726843,98.22261001136579,98.3437,3544338.0
20181017,98.93053616720135,99.02368232685413,98.65109768824306,98.7163,3151658.0
20181016,98.80948071166337,99.07029004989174,98.64368048950391,98.9492,3367604.0
20181015,98.48345382216763,98.70700464896532,98.48345382216763,98.5766,3005336.0
20181012,98.6976191664304,98.75350683300255,98.38092238918817,98.5579,2911442.0
20181011,98.25988307284267,98.46480462252535,97.85003997347732,98.3344,3539964.0
20181010,98.53004090693483,98.59291458590266,98.17608538089367,98.1854,2744439.0
20181009,98.28781770429855,98.63245846008503,98.22261539914976,98.5952,3093534.0
20181008,98.40886622247426,98.64173149985825,98.40886622247426,98.5579,2111450.0
20181005,98.6511023148148,98.78150694444443,98.37166382275132,98.5859,10611471.0
20181004,99.00509005275057,99.31247249434816,98.69770761115298,98.884,5843214.0
20181003,100.2346233841549,100.31845496211767,99.53602690113179,99.5826,3699090.0
20181002,99.92722225737415,100.19734618032939,99.82476145901182,100.1042,4698580.0
20181001,100.15073383010431,100.33702611773472,99.96909884966468,100.0017,3135050.0
20180928,100.21544276041185,100.22471853260365,100.0021,100.0021,4038124.0
20180927,100.22477266839378,100.28042733160622,100.06708445595855,100.2526,3777015.0
20180926,99.64037829155059,99.9743062024141,99.54762053853294,99.9001,4931690.0
20180925,99.28791179927246,99.4456,99.08384471597799,99.4456,3747983.0
20180924,99.51981243349202,99.65894908989078,99.36212422290674,99.3714,2862559.0
20180921,99.32498761656099,99.5661577396494,99.22295410294666,99.4734,5276898.0
20180920,99.08386021867113,99.31575466778804,98.91689621530696,99.2601,2890907.0
20180919,98.5829149516023,98.7823440701062,98.56436340569496,98.7035,1588559.0
20180918,98.55506696218052,98.65710044327076,98.31491725077808,98.351,2801550.0
20180917,98.69420308386611,98.84261541933057,98.54579074840164,98.6571,1811308.0
20180914,99.046681938326,99.046681938326,98.74058149779736,98.9632,2144979.0
20180913,98.68493610772263,98.99103657689783,98.5643510744112,98.8519,5337924.0
20180912,97.77591496115215,98.114480647148,97.70170878339965,97.8965,3019289.0
20180911,97.5812,97.67859568441065,97.46061486692014,97.5812,3783763.0
20180910,97.92438822580644,97.94293978178368,97.72032111005691,97.7667,1736564.0
20180907,98.19337018939395,98.28612795454546,97.9150968939394,97.9522,3712890.0
20180906,98.30465774461655,98.50872478277296,97.88724789384209,98.2119,4234244.0
20180905,97.49762687600796,97.93358810359547,97.48835110520822,97.7759,5362702.0
20180904,97.39562369470286,97.86868815264856,97.37707214733244,97.711,5454559.0
20180831,98.02917515551367,98.4724865120641,97.97374968897267,98.0107,3586096.0
20180830,98.57415207178425,98.64805266372264,98.20003032509631,98.3155,3149908.0
20180829,98.9529758176042,99.19315294337507,98.70356111007288,98.8606,3278838.0
20180828,99.32247646730016,99.35018921185019,99.13772483696664,99.1562,3021214.0
20180827,99.12843573554026,99.42403819044077,99.12843573554026,99.3409,1932759.0
20180824,99.10074905027933,99.28550063314712,98.89752230912477,99.2116,1954948.0
20180823,99.27621511389096,99.38706601008215,98.9113309139283,98.9529,2312098.0
20180822,99.36859939619134,99.4886878773804,99.18384788666975,99.4425,2943548.0
20180821,98.83288594887104,99.10077581638365,98.83288594887104,99.0084,2580748.0
20180820,98.72196242514971,98.7681502994012,98.50026062874251,98.7312,1842656.0
20180817,98.46338398430201,98.92526307232293,98.40333970285928,98.8606,1868803.0
20180816,98.3986369828314,98.65728905150577,98.3247363917816,98.4633,2551701.0
20180815,98.2601,98.45408910407069,97.92754725016452,98.2601,2959682.0
20180814,98.42634970447509,98.57415088657473,98.1861727835632,98.4633,2450747.0
20180813,97.27164560906515,97.93675087818696,97.2439328895184,97.8259,7738071.0
20180810,98.47256425683932,98.54646486791388,97.99221028485475,98.2601,7194744.0
20180809,99.56261397899434,99.71965280230505,99.20234844316387,99.3871,3005811.0
20180808,99.67343697323331,99.78428787626193,99.53487334444753,99.7381,4281821.0
20180807,99.9228515050477,100.00598968231917,99.7381,99.7381,1372547.0
20180806,100.07065150282068,100.12145816609637,99.86742484971793,99.8859,1808213.0
20180803,100.00601211337826,100.2092388145139,99.90901755147262,100.0522,1402437.0
20180802,99.58108540760618,99.9136381974646,99.38709628018877,99.8305,1924345.0
20180801,100.19996479289942,100.20920236686392,99.82122426035504,99.9136,2994343.0
20180731,100.38180027507795,100.58420148542088,100.29899977993765,100.3358,2014780.0
20180730,100.75900142778693,100.78660159253158,100.4737997254256,100.5198,2849832.0
20180727,100.87860043807613,100.98900109519029,100.77739983572147,100.805,2253078.0
20180726,100.69460038398245,100.87860148107515,100.56579961601756,100.6302,1714854.0
